Município;Médico Anestesiologista;Médico Cirurgião Geral;Médico Clínico;Médico Generalista Alopata;Médico Ginecologista Obstetra;Médico da estratégia de Saúde da Família;Médico de família e comunidade;Médico Pediatra;Médico psiquiatra;Médico em radiologia e diagnóstico por imagem;Médico sanitarista;Médico acupunturista;Médico alergista e imunologista;Médico anatomopatologista;Médico angiologista;Médico Cardiologista Intervencionista;Médico cancerologista cirúrgico;Médico cancerologista pediátrico;Médico cardiologista;Médico cirurgião cardiovascular;Médico cirurgião de cabeça e pescoço;Médico cirurgião do aparelho digestivo;Médico cirurgião pediátrico;Médico cirurgião plástico;Médico cirurgião torácico;Médico citopatologista;Médico coloproctologista;Médico dermatologista;Médico do trabalho;Médico em cirurgia vascular;Médico em endoscopia;Médico em medicina de tráfego;Médico em medicina intensiva;Médico em medicina nuclear;Médico em medicina preventiva e social;Médico endocrinologista e metabologista;Médico fisiatra;Médico gastroenterologista;Médico geneticista;Médico geriatra;Médico hematologista;Médico hiperbarista;Médico homeopata;Médico infectologista;Médico legista;Médico mastologista;Médico nefrologista;Médico neurocirurgião;Médico neurofisiologista clínico;Médico neurologista;Médico nutrologista;Médico oftalmologista;Médico oncologista clínico;Médico ortopedista e traumatologista;Médico otorrinolaringologista;Médico patologista;Médico patologista clínico / medicina laboratorial;Médico pneumologista;Médico radioterapeuta;Médico residente;Médico reumatologista;Médico urologista;Total
351660 GALIA;-;-;6;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
351670 GARCA;-;-;47;1;4;8;-;5;2;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;-;-;2;-;-;80
351685 GAVIAO PEIXOTO;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
351690 GENERAL SALGADO;-;-;3;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
351700 GETULINA;-;-;10;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;15
351710 GLICERIO;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
351720 GUAICARA;-;-;4;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
351730 GUAIMBE;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
351740 GUAIRA;-;1;37;-;1;6;-;5;1;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;62
351750 GUAPIACU;-;-;16;-;2;5;-;5;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;37
351760 GUAPIARA;-;-;3;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
351770 GUARA;1;1;16;-;-;1;-;4;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;29
351780 GUARACAI;2;-;5;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
351790 GUARACI;-;-;12;-;-;1;-;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;19
351800 GUARANI D'OESTE;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
351810 GUARANTA;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
351820 GUARARAPES;-;-;19;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;25
351830 GUARAREMA;3;-;36;-;9;-;-;17;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;-;-;-;-;1;-;-;-;-;79
351840 GUARATINGUETA;7;13;120;6;24;3;1;45;5;23;1;3;2;1;3;2;-;-;17;-;2;-;-;3;-;-;1;8;4;4;1;-;3;1;-;4;-;8;-;2;1;-;-;5;-;-;6;1;-;14;1;26;8;23;7;1;-;-;2;-;-;1;413
351850 GUAREI;-;-;7;-;2;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;15
351860 GUARIBA;-;-;29;-;1;1;-;5;1;1;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3;-;3;1;-;-;-;-;-;-;1;57
351870 GUARUJA;22;6;374;3;40;25;-;113;5;18;-;1;1;2;4;3;-;-;23;-;-;-;3;3;-;-;-;5;3;5;2;-;10;1;-;1;1;3;-;1;-;-;-;14;-;1;8;-;-;14;3;29;10;21;8;-;-;3;-;-;-;4;793
351880 GUARULHOS;123;49;962;14;319;101;4;479;56;110;-;10;20;5;11;-;-;-;94;-;7;10;15;13;1;-;-;46;19;17;8;1;32;3;-;33;1;14;-;2;10;-;2;20;-;2;34;12;-;83;10;93;27;230;47;1;1;10;3;141;9;22;3336
351885 GUATAPARA;-;-;5;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
351890 GUZOLANDIA;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
351900 HERCULANDIA;-;-;4;-;-;3;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
351905 HOLAMBRA;-;-;5;-;1;1;-;2;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;17
351907 HORTOLANDIA;-;6;126;2;16;16;-;43;1;3;-;1;-;-;2;-;-;-;9;-;-;-;-;-;-;-;-;4;1;-;-;1;-;-;-;2;-;2;-;-;1;-;-;1;-;-;5;-;-;1;-;2;-;3;1;-;-;-;-;-;-;-;249
351910 IACANGA;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
351920 IACRI;-;-;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
351925 IARAS;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
351930 IBATE;-;-;17;-;-;4;-;6;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;31
351940 IBIRA;-;-;6;-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
351950 IBIRAREMA;-;-;6;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
351960 IBITINGA;4;-;57;-;7;-;-;5;3;7;-;-;-;-;-;-;-;-;8;-;-;-;-;1;-;-;-;5;-;-;-;-;1;-;-;1;-;2;-;1;-;-;-;1;-;-;1;-;-;2;-;6;-;7;2;-;-;-;-;-;1;1;123
351970 IBIUNA;2;2;20;-;6;5;-;4;3;4;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;-;1;1;-;-;-;-;-;-;-;59
351980 ICEM;-;-;11;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;15
351990 IEPE;2;-;13;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
352000 IGARACU DO TIETE;-;-;4;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
352010 IGARAPAVA;6;-;32;1;6;4;-;1;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;1;63
352020 IGARATA;-;-;8;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
352030 IGUAPE;-;-;42;-;2;4;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;66
352040 ILHABELA;4;-;69;-;3;11;-;14;3;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;118
352042 ILHA COMPRIDA;-;-;2;1;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;10
352044 ILHA SOLTEIRA;-;-;26;1;2;6;-;2;3;1;-;1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;59
352050 INDAIATUBA;19;27;375;-;51;21;-;89;12;11;-;2;3;1;8;-;-;-;23;-;1;2;-;3;-;-;-;12;5;3;1;1;5;1;-;9;-;4;-;1;1;-;1;5;-;-;6;1;-;9;1;20;1;18;9;-;1;1;-;71;2;3;840
352060 INDIANA;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
352070 INDIAPORA;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
352080 INUBIA PAULISTA;-;-;9;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
352090 IPAUSSU;-;-;3;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
352100 IPERO;-;-;11;-;1;1;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;21
352110 IPEUNA;-;-;42;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;49
352115 IPIGUA;-;-;8;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
352120 IPORANGA;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
352130 IPUA;-;1;15;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;23
352140 IRACEMAPOLIS;-;-;11;-;1;2;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;21
352150 IRAPUA;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
352160 IRAPURU;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
352170 ITABERA;-;2;9;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
352180 ITAI;-;-;4;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
352190 ITAJOBI;-;-;12;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;19
352210 ITANHAEM;6;5;66;-;12;9;1;41;2;10;-;1;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;4;-;2;2;-;2;-;-;3;-;1;-;-;1;-;-;1;-;-;-;-;-;3;-;4;-;11;3;-;-;1;-;28;2;2;228
352220 ITAPECERICA DA SERRA;26;11;51;-;37;13;-;48;13;4;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;1;4;1;-;6;-;-;-;-;1;-;-;-;-;-;3;-;-;2;2;-;1;-;7;9;18;3;-;-;-;-;30;-;1;297
352230 ITAPETININGA;3;-;164;-;13;7;-;26;6;12;-;3;-;2;1;-;-;-;13;-;-;-;-;1;-;-;-;7;2;4;-;-;3;-;-;4;-;7;-;1;1;-;-;2;-;-;9;-;-;5;-;17;9;5;9;-;-;1;-;-;1;2;340
352240 ITAPEVA;5;3;74;-;8;12;-;17;1;7;-;-;1;-;1;-;-;-;11;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2;-;-;3;-;-;7;-;8;2;-;2;-;-;-;-;-;-;-;169
352250 ITAPEVI;30;14;210;13;19;-;-;106;8;12;-;1;-;1;-;-;-;-;9;-;-;-;2;-;-;-;-;3;3;7;1;1;2;-;-;2;-;1;-;-;1;-;-;4;-;1;1;1;-;3;-;8;-;29;3;-;-;3;-;25;1;-;525
352260 ITAPIRA;6;2;57;-;8;8;-;14;27;2;-;1;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;6;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;6;1;2;1;3;1;-;1;-;-;42;1;1;202
352265 ITAPIRAPUA PAULISTA;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
352270 ITAPOLIS;1;-;33;-;2;1;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;5;-;-;-;-;-;-;-;-;50
352280 ITAPORANGA;-;-;8;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
352290 ITAPUI;-;-;10;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
352300 ITAPURA;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
352310 ITAQUAQUECETUBA;13;18;117;-;36;6;-;53;14;7;-;1;-;-;-;3;-;-;5;-;2;-;-;2;-;-;-;1;2;1;1;-;3;-;-;2;1;-;-;-;-;-;-;-;-;-;18;8;-;7;-;3;-;25;4;-;-;-;-;-;-;2;355
352320 ITARARE;-;-;33;-;2;2;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;47
352330 ITARIRI;-;-;5;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
352340 ITATIBA;5;6;72;-;8;19;-;23;6;5;-;-;4;-;6;-;-;-;9;-;-;-;-;1;-;-;-;5;4;-;-;-;-;-;-;6;-;3;-;-;-;-;-;-;-;-;3;-;-;6;1;9;2;4;2;-;-;1;-;2;1;-;213
352350 ITATINGA;-;-;7;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
352360 ITIRAPINA;-;-;19;-;-;4;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;28
352370 ITIRAPUA;-;-;6;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
352380 ITOBI;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
352390 ITU;6;8;205;2;33;-;-;86;14;13;-;6;2;-;1;-;-;-;23;-;1;-;-;4;-;-;-;15;3;2;-;-;7;-;-;6;-;10;-;1;-;-;4;6;1;-;6;2;-;11;-;16;-;17;3;-;-;3;-;1;6;2;526
352400 ITUPEVA;-;-;62;-;11;5;-;38;4;5;-;1;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;3;-;2;1;1;1;-;-;-;-;-;1;-;147
352410 ITUVERAVA;1;-;60;-;3;7;-;5;-;7;-;-;-;2;-;-;-;-;11;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;2;-;-;9;1;3;-;4;1;-;1;1;-;-;-;3;130
352420 JABORANDI;-;-;4;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
352430 JABOTICABAL;3;7;134;6;11;-;-;13;10;7;-;-;2;-;1;-;-;-;5;-;-;-;-;1;-;-;-;7;-;-;-;-;2;-;-;-;1;1;-;-;2;-;-;3;-;-;2;-;-;17;-;5;2;1;1;-;1;1;-;-;-;1;247
352440 JACAREI;15;11;357;13;72;14;1;131;15;58;1;1;4;2;3;-;-;-;36;-;3;3;1;1;1;-;-;14;4;1;2;4;2;1;-;8;-;5;-;1;8;-;2;3;-;-;10;-;-;16;1;30;10;41;14;-;-;4;-;-;2;4;930
352450 JACI;1;-;13;-;1;1;-;-;7;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
352460 JACUPIRANGA;-;-;7;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
352470 JAGUARIUNA;3;3;137;9;7;3;-;55;6;3;-;2;1;-;1;-;-;-;5;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3;4;-;2;-;-;-;-;-;9;-;-;260
352480 JALES;2;2;88;-;4;6;-;11;4;13;1;3;1;2;1;-;-;-;10;-;-;-;-;-;-;-;-;5;2;1;-;-;1;-;-;3;-;1;-;1;-;-;-;1;-;-;2;1;-;3;1;1;3;-;-;-;-;2;-;-;1;-;177
352490 JAMBEIRO;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
352500 JANDIRA;-;-;10;-;-;12;-;6;-;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3;-;3;-;-;-;-;-;-;-;1;48
352510 JARDINOPOLIS;-;-;36;3;3;3;-;6;3;1;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;4;-;1;1;-;-;-;-;-;-;-;70
352520 JARINU;-;-;9;-;-;4;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;23
352530 JAU;21;8;193;2;5;5;-;28;4;13;-;1;1;1;-;1;-;1;16;1;-;-;1;4;-;-;-;9;2;1;-;-;-;3;-;3;1;2;-;-;1;-;-;5;-;-;3;-;-;12;-;13;82;3;2;-;-;1;1;52;-;1;503
352540 JERIQUARA;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
352550 JOANOPOLIS;-;-;12;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
